,Company,TypeName,Ram,Weight,Touchscreen,IPS Panel,PPI,C_name,SSD,Brand,OS
879,HP,Notebook,4,2.04,0,0,141.2119981,Intel Core i5,256,Intel,Windows
1256,Asus,Gaming,16,3.35,0,1,127.3356746,Intel Core i7,128,Nvidia,Windows
855,Dell,Notebook,8,1.9,0,0,141.2119981,Intel Core i5,128,Intel,Windows
513,Dell,Notebook,16,2.2,0,0,141.2119981,Intel Core i7,256,AMD,Windows
999,HP,Ultrabook,8,1.48,0,0,157.3505121,Intel Core i7,512,Intel,Windows
970,Dell,2 in 1 Convertible,16,1.22,1,0,200.8425599,Intel Core i7,512,Intel,Windows
573,Lenovo,Notebook,8,2.3,0,0,141.2119981,Intel Core i5,256,Intel,Windows
1112,Lenovo,Notebook,4,2.1,0,0,100.4546699,Intel Core i3,128,Intel,Windows
631,Dell,Gaming,16,2.62,0,0,141.2119981,Intel Core i7,256,Nvidia,Windows
354,Toshiba,Notebook,16,2.4,0,1,141.2119981,Intel Core i7,512,Nvidia,Windows
1141,MSI,Gaming,8,2.4,0,0,141.2119981,Intel Core i7,128,Nvidia,Windows
1160,Lenovo,Ultrabook,8,1.7,0,0,157.3505121,Intel Core i7,256,Intel,Windows
256,HP,Notebook,8,1.91,0,0,100.4546699,AMD Processor,128,AMD,Windows
291,Asus,Gaming,8,3,0,0,127.3356746,Intel Core i7,0,Nvidia,Windows
25,Dell,Notebook,4,2.3,0,0,100.4546699,Intel Core i3,0,Intel,Windows
336,Dell,Ultrabook,8,1.9,0,1,141.2119981,Intel Core i5,128,Nvidia,Windows
1264,Dell,Notebook,2,2.2,0,0,100.4546699,Other Intel Processor,0,Intel,Windows
47,Asus,Gaming,8,3.2,0,0,127.3356746,AMD Processor,256,AMD,Windows
318,HP,Notebook,8,1.95,0,0,157.3505121,Intel Core i5,256,Intel,Windows
106,Lenovo,Notebook,4,1.85,0,0,141.2119981,Intel Core i3,0,Intel,Windows
945,Lenovo,Gaming,16,2.5,0,1,141.2119981,AMD Processor,512,AMD,Windows
55,Dell,Notebook,8,2.13,0,0,141.2119981,Intel Core i7,256,AMD,Windows
617,HP,Ultrabook,8,1.84,0,0,141.2119981,Intel Core i7,512,Intel,Windows
213,Lenovo,Notebook,8,2.2,0,0,141.2119981,Intel Core i5,256,Intel,Other
120,Acer,Notebook,6,2.1,1,1,141.2119981,Intel Core i3,0,Intel,Windows
661,Lenovo,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,0,Intel,Windows
561,Lenovo,Notebook,4,2.05,0,0,141.2119981,Intel Core i3,128,Intel,Windows
72,Dell,Notebook,8,2.2,0,0,141.2119981,Intel Core i7,256,AMD,Windows
596,Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321181,Intel Core i7,512,Intel,Windows
45,Apple,Ultrabook,8,1.37,0,1,200.8425599,Intel Core i5,256,Intel,Mac
926,Lenovo,Ultrabook,8,1.36,0,1,176.2325736,Intel Core i7,256,Intel,Windows
523,HP,Notebook,4,1.63,0,0,100.4546699,Intel Core i3,128,Intel,Windows
660,Dell,Notebook,8,1.56,0,0,157.3505121,Intel Core i5,256,Intel,Windows
892,Samsung,Ultrabook,8,1.17,0,0,146.860478,Intel Core i7,256,Intel,Windows
828,Acer,Netbook,4,1.35,0,1,135.0942112,Other Intel Processor,0,Intel,Other
465,Asus,Notebook,4,2,0,0,100.4546699,Other Intel Processor,0,Intel,Windows
1100,Dell,Ultrabook,4,1.5,0,0,125.367428,Intel Core i3,0,Intel,Windows
1114,Lenovo,2 in 1 Convertible,4,0.69,1,1,200.8425599,Other Intel Processor,0,Intel,Other
629,Dell,Notebook,8,2,0,0,141.2119981,Intel Core i7,256,Nvidia,Windows
60,Dell,Notebook,16,2.8,0,0,127.3356746,Intel Core i7,256,AMD,Windows
92,HP,Notebook,16,1.49,0,0,165.6321181,Intel Core i7,512,Intel,Windows
534,Asus,Gaming,8,2.3,0,1,141.2119981,Intel Core i5,128,Nvidia,Windows
194,Dell,2 in 1 Convertible,8,1.62,1,1,165.6321181,Intel Core i7,0,Intel,Windows
280,Lenovo,Notebook,6,2.8,0,0,106.1130621,Intel Core i7,128,Nvidia,Windows
359,Dell,Notebook,8,1.36,0,0,157.3505121,Intel Core i5,256,Intel,Windows
519,Asus,Gaming,16,3,0,0,127.3356746,Intel Core i7,256,Nvidia,Windows
621,Lenovo,Notebook,8,1.65,0,0,157.3505121,Intel Core i5,256,Intel,Windows
736,HP,Workstation,16,2.6,0,0,141.2119981,Intel Core i7,256,Nvidia,Windows
182,Lenovo,2 in 1 Convertible,16,1.4,1,1,155.3959499,Intel Core i7,512,Intel,Windows
110,Asus,Ultrabook,16,1.5,0,0,141.2119981,Intel Core i7,256,Nvidia,Windows
978,HP,Notebook,6,2.04,0,0,100.4546699,Intel Core i7,0,Intel,Windows
984,Toshiba,Notebook,4,1.75,0,0,111.9352036,Intel Core i5,0,Intel,Windows
204,Dell,Workstation,16,2.8,0,0,138.4617759,Other Intel Processor,256,Nvidia,Windows
1085,HP,Notebook,4,1.54,0,0,157.3505121,Intel Core i5,0,Intel,Windows
1219,Acer,2 in 1 Convertible,8,1.2,1,1,157.3505121,Intel Core i7,256,Intel,Windows
545,HP,Notebook,4,2.1,0,0,141.2119981,Intel Core i3,128,Intel,Windows
1193,Apple,Ultrabook,8,0.92,0,1,200.8425599,Other Intel Processor,0,Intel,Mac
680,MSI,Gaming,8,2.2,0,0,141.2119981,Intel Core i5,256,Nvidia,Windows
649,Lenovo,Ultrabook,8,1.36,0,1,176.2325736,Intel Core i7,256,Intel,Windows
575,Mediacom,Notebook,4,1.4,0,0,157.3505121,Other Intel Processor,32,Intel,Windows
183,Toshiba,Notebook,8,2,0,0,100.4546699,Intel Core i5,128,Intel,Windows
137,Asus,Gaming,8,3,0,0,127.3356746,Intel Core i5,128,Nvidia,Windows
1175,Asus,Notebook,4,2,0,0,157.3505121,Intel Core i3,256,Intel,Windows
80,Dell,Ultrabook,8,1.88,0,1,141.2119981,Intel Core i5,256,Intel,Windows
941,Asus,Notebook,4,2.8,0,0,106.1130621,Other Intel Processor,0,Nvidia,Windows
541,Dell,Notebook,4,1.6,0,0,157.3505121,Intel Core i3,128,Intel,Windows
1092,Asus,Gaming,8,2.7,0,1,127.3356746,Intel Core i7,256,Nvidia,Windows
480,Dell,Notebook,8,2.16,0,1,141.2119981,Intel Core i7,512,Nvidia,Windows
165,MSI,Gaming,16,2.4,0,1,141.2119981,Intel Core i7,256,Nvidia,Windows
248,HP,Notebook,4,1.49,0,1,165.6321181,Intel Core i5,0,Intel,Windows
307,Toshiba,Notebook,8,2.2,0,1,141.2119981,Intel Core i7,256,Nvidia,Windows
899,Dell,Notebook,8,1.9,0,0,141.2119981,Intel Core i5,0,Intel,Windows
570,HP,Workstation,8,3.14,0,0,106.1130621,Intel Core i5,0,Nvidia,Windows
334,Asus,Gaming,8,2.5,0,0,141.2119981,Intel Core i7,256,Nvidia,Windows
97,Dell,Notebook,4,2.2,0,0,141.2119981,Intel Core i3,256,AMD,Other
898,Dell,Notebook,4,2.18,0,0,100.4546699,Intel Core i3,0,AMD,Windows
1229,MSI,Gaming,8,2.2,0,0,141.2119981,Intel Core i7,128,Nvidia,Windows
950,HP,Workstation,8,2,0,1,141.2119981,Intel Core i7,8,Nvidia,Windows
1177,Lenovo,Gaming,16,3.31,0,1,141.2119981,Intel Core i7,512,Nvidia,Windows
1009,HP,Notebook,4,1.64,0,0,111.9352036,Intel Core i3,0,Intel,Windows
667,HP,Notebook,8,2.1,0,0,141.2119981,Intel Core i7,0,AMD,Windows
1179,HP,Notebook,4,2.07,0,0,100.4546699,Intel Core i3,0,Intel,Windows
302,Lenovo,Notebook,6,2.8,0,0,106.1130621,Intel Core i5,0,Nvidia,Windows
1069,Apple,Ultrabook,8,0.92,0,1,200.8425599,Other Intel Processor,0,Intel,Mac
388,Dell,Workstation,8,2,0,1,141.2119981,Intel Core i7,256,Nvidia,Windows
235,Dell,Notebook,16,2.36,0,0,141.2119981,Intel Core i7,256,AMD,Other
1271,Lenovo,2 in 1 Convertible,16,1.3,1,1,200.8425599,Intel Core i7,512,Intel,Windows
838,Lenovo,Notebook,4,1.5,0,0,111.9352036,Other Intel Processor,0,Intel,Other
305,Lenovo,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,0,Intel,Other
909,LG,Ultrabook,8,0.98,1,1,157.3505121,Intel Core i7,512,Intel,Windows
1057,Acer,Notebook,8,2.4,0,0,100.4546699,AMD Processor,0,AMD,Windows
249,Apple,Ultrabook,8,1.37,0,1,200.8425599,Intel Core i5,512,Intel,Mac
893,Lenovo,Ultrabook,8,1.32,0,1,157.3505121,Intel Core i5,256,Intel,Windows
947,Lenovo,Notebook,8,2.2,0,0,141.2119981,Intel Core i7,0,Nvidia,Other
71,Dell,Ultrabook,8,1.4,0,1,165.6321181,Intel Core i7,256,AMD,Windows
94,Asus,Ultrabook,8,1.25,0,0,157.3505121,Intel Core i7,256,Intel,Windows
643,Asus,Gaming,8,2.5,0,1,141.2119981,Intel Core i7,0,Nvidia,Other
33,Dell,Ultrabook,16,1.2,1,0,200.8425599,Intel Core i7,512,Intel,Windows
906,HP,Netbook,8,1.26,0,0,176.2325736,Intel Core i7,512,Intel,Windows
448,MSI,Gaming,8,2.2,0,0,141.2119981,Intel Core i5,256,Nvidia,Windows
445,Dell,Notebook,8,1.64,0,0,157.3505121,Intel Core i5,256,Nvidia,Windows
973,Toshiba,Notebook,8,1.95,0,0,157.3505121,Intel Core i5,256,Intel,Windows
1268,HP,Netbook,2,1.17,0,0,135.0942112,Other Intel Processor,0,Intel,Windows
864,Dell,Ultrabook,16,1.29,1,0,200.8425599,Intel Core i7,512,Intel,Windows
77,Dell,Notebook,8,2.02,0,0,141.2119981,Intel Core i7,128,Intel,Windows
84,Acer,Notebook,4,2.1,0,0,100.4546699,AMD Processor,0,AMD,Windows
636,Dell,Ultrabook,8,1.23,1,0,200.8425599,Intel Core i5,256,Intel,Windows
82,HP,Notebook,8,1.63,0,0,157.3505121,Intel Core i5,256,Intel,Windows
457,Microsoft,Ultrabook,4,1.252,1,0,200.8425599,Other Intel Processor,128,Intel,Windows
754,Asus,Notebook,4,2.37,0,0,100.4546699,Intel Core i7,256,Intel,Windows
1182,Dell,Notebook,8,1.98,0,0,141.2119981,Intel Core i7,256,Nvidia,Other
436,HP,Notebook,4,2.1,0,0,100.4546699,Other Intel Processor,0,Intel,Windows
845,Dell,Notebook,4,2.18,0,0,141.2119981,Intel Core i7,256,AMD,Windows
1042,Toshiba,Notebook,16,2.4,0,1,141.2119981,Intel Core i7,256,Nvidia,Windows
404,MSI,Gaming,16,2.8,0,0,127.3356746,Intel Core i7,256,Nvidia,Windows
1145,HP,Workstation,8,2,0,0,141.2119981,Intel Core i7,256,Nvidia,Windows
711,Dell,Notebook,8,1.64,0,0,157.3505121,Intel Core i5,256,Nvidia,Other
759,Acer,Notebook,4,2.1,0,0,100.4546699,Intel Core i5,256,Intel,Windows
104,Microsoft,Ultrabook,8,1.252,1,0,200.8425599,Intel Core i5,256,Intel,Windows
609,Acer,Notebook,4,1.6,0,0,111.9352036,Other Intel Processor,0,Intel,Windows
634,Asus,Notebook,8,2,0,0,100.4546699,Other Intel Processor,0,Intel,Windows
1153,Dell,Gaming,8,2.62,0,0,141.2119981,Intel Core i7,0,Nvidia,Windows
62,Lenovo,Notebook,8,1.7,0,1,157.3505121,Intel Core i3,256,Intel,Other
281,Dell,Notebook,4,2.25,0,0,141.2119981,Intel Core i3,0,AMD,Other
820,Lenovo,Notebook,4,2.1,0,0,100.4546699,Intel Core i3,0,Intel,Windows
238,Asus,Gaming,32,3.35,0,0,127.3356746,Intel Core i7,512,Nvidia,Windows
223,HP,Notebook,8,2.1,0,0,141.2119981,Intel Core i5,0,Intel,Windows
145,Asus,Ultrabook,8,1.25,0,0,157.3505121,Intel Core i7,256,Intel,Windows
1216,Acer,Notebook,4,3.3,0,0,106.1130621,Intel Core i3,0,Nvidia,Windows
373,Lenovo,Notebook,4,2.6,0,0,106.1130621,AMD Processor,128,AMD,Windows
118,Asus,Notebook,4,2,0,0,127.3356746,Intel Core i3,0,Nvidia,Windows
1144,HP,2 in 1 Convertible,8,1.48,1,0,200.8425599,Intel Core i7,256,Intel,Windows
250,Dell,2 in 1 Convertible,8,2.08,1,1,141.2119981,Intel Core i7,0,Intel,Windows
1255,Asus,Notebook,4,2,0,0,100.4546699,Other Intel Processor,0,Intel,Windows
9,Acer,Ultrabook,8,1.6,0,1,157.3505121,Intel Core i5,256,Intel,Windows
449,Microsoft,Ultrabook,16,1.25,1,0,200.8425599,Intel Core i7,512,Intel,Windows
255,Dell,Ultrabook,8,1.41,0,0,165.6321181,Intel Core i5,256,Intel,Windows
593,Samsung,Notebook,16,2.5,0,0,141.2119981,Intel Core i7,128,Nvidia,Windows
389,Lenovo,2 in 1 Convertible,16,1.42,1,0,200.8425599,Intel Core i7,512,Intel,Windows
739,Acer,Notebook,4,2.4,0,0,100.4546699,Intel Core i3,0,Intel,Windows
1046,HP,Notebook,8,1.43,0,0,157.3505121,Intel Core i5,256,Intel,Windows
557,Lenovo,Notebook,6,2.8,0,0,106.1130621,Intel Core i7,128,Nvidia,Windows
460,Acer,Notebook,4,2.23,0,0,141.2119981,Intel Core i3,0,Nvidia,Windows
1200,Dell,Notebook,4,2.3,0,0,100.4546699,Intel Core i3,128,AMD,Windows
144,HP,Notebook,4,1.86,0,0,100.4546699,AMD Processor,256,AMD,Windows
501,HP,Notebook,8,1.91,0,0,100.4546699,Intel Core i5,256,AMD,Windows
1203,Dell,Ultrabook,16,1.2,1,0,200.8425599,Intel Core i7,512,Intel,Windows
539,Lenovo,Notebook,8,1.87,0,1,157.3505121,Intel Core i7,256,Nvidia,Windows
177,MSI,Gaming,32,3.35,0,0,119.7232158,Intel Core i7,512,Nvidia,Windows
1257,Dell,Notebook,4,2.29,0,0,100.4546699,Intel Core i3,0,Intel,Windows
1075,Lenovo,Notebook,8,3,0,0,106.1130621,Intel Core i5,0,AMD,Windows
991,HP,Notebook,4,2.1,0,0,141.2119981,Intel Core i3,128,AMD,Windows
1296,HP,Netbook,2,1.17,0,0,135.0942112,Other Intel Processor,0,Intel,Windows
7,Apple,Ultrabook,8,1.34,0,0,127.6779401,Intel Core i5,0,Intel,Mac
654,HP,Notebook,4,1.86,0,0,100.4546699,Intel Core i3,0,Intel,Other
998,Asus,Gaming,16,2.5,0,0,141.2119981,Intel Core i7,256,Nvidia,Windows
357,Dell,Gaming,8,2.65,0,0,141.2119981,Intel Core i5,0,Nvidia,Windows
329,Dell,Notebook,32,2.06,1,0,138.4617759,Intel Core i7,1000,Nvidia,Windows
922,HP,Ultrabook,8,1.39,1,0,200.8425599,Intel Core i7,256,Intel,Windows
982,Lenovo,Notebook,6,2.2,0,0,141.2119981,AMD Processor,256,AMD,Windows
258,MSI,Gaming,16,3.35,0,0,127.3356746,Intel Core i7,512,Nvidia,Windows
1027,HP,Notebook,4,1.95,0,0,111.9352036,Intel Core i5,0,Intel,Windows
372,Asus,Gaming,16,3.25,0,1,127.3356746,AMD Processor,256,AMD,Windows
914,Acer,Notebook,4,2.4,0,0,141.2119981,Intel Core i3,0,Intel,Windows
704,Lenovo,Notebook,4,1.9,0,0,100.4546699,Intel Core i3,0,Intel,Other
1291,Acer,Notebook,4,2.4,0,0,100.4546699,Other Intel Processor,0,Intel,Other
525,Lenovo,Notebook,8,2.02,0,0,157.3505121,Intel Core i5,256,Intel,Windows
963,Toshiba,Ultrabook,8,1.1,1,0,176.2325736,Intel Core i7,512,Intel,Windows
771,Samsung,2 in 1 Convertible,16,1.71,1,0,146.860478,Intel Core i7,256,AMD,Windows
885,HP,2 in 1 Convertible,4,1.28,1,0,165.6321181,Intel Core i5,256,Intel,Windows
1239,Lenovo,Notebook,16,1.4,0,1,165.6321181,Intel Core i7,512,Intel,Windows
440,Lenovo,Notebook,8,2.8,0,0,106.1130621,AMD Processor,0,AMD,Windows
531,Toshiba,Notebook,8,2,0,1,141.2119981,Intel Core i5,0,Intel,Windows
903,Lenovo,Ultrabook,8,1.13,0,1,157.3505121,Intel Core i7,0,Intel,Windows
226,Dell,Notebook,16,2.3,1,0,141.2119981,Intel Core i7,0,AMD,Windows
228,Asus,Notebook,8,2.69,0,0,127.3356746,Intel Core i5,256,Nvidia,Windows
1131,Lenovo,2 in 1 Convertible,8,1.8,1,1,157.3505121,Intel Core i7,512,Nvidia,Windows
212,HP,Notebook,4,2.1,0,0,141.2119981,Intel Core i3,0,Intel,Other
79,HP,Notebook,8,2.5,0,0,127.3356746,Intel Core i5,128,Nvidia,Windows
148,MSI,Gaming,16,2.9,0,0,127.3356746,Intel Core i7,256,Nvidia,Windows
695,Acer,Netbook,4,1.4,0,0,135.0942112,Other Intel Processor,0,Intel,Windows
671,Lenovo,Notebook,8,1.9,0,0,141.2119981,Intel Core i5,128,AMD,Windows
832,Asus,Notebook,4,2.1,0,0,141.2119981,Intel Core i5,0,Nvidia,Other
962,Acer,Notebook,12,2.4,0,0,141.2119981,Intel Core i5,128,Nvidia,Windows
133,Acer,Notebook,4,2.2,0,0,141.2119981,Intel Core i3,256,Nvidia,Windows
923,Toshiba,Notebook,16,2.4,0,1,141.2119981,Intel Core i7,256,Nvidia,Windows
408,Lenovo,Notebook,4,2.2,0,0,141.2119981,Intel Core i3,0,Intel,Windows
788,Acer,Gaming,16,3.35,0,1,127.3356746,Intel Core i7,256,Nvidia,Windows
507,Acer,Notebook,4,2.2,0,1,141.2119981,Intel Core i5,0,Nvidia,Windows
1033,HP,Notebook,8,1.95,0,0,157.3505121,Intel Core i5,256,Intel,Windows
504,Lenovo,Netbook,4,1.25,0,0,135.0942112,Other Intel Processor,16,Intel,Other
792,Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321181,Intel Core i7,512,Intel,Windows
347,Dell,Ultrabook,16,1.88,0,0,141.2119981,Intel Core i7,768,Intel,Windows
386,Lenovo,Notebook,4,1.5,0,1,165.6321181,Intel Core i3,128,Intel,Windows
0,Apple,Ultrabook,8,1.37,0,1,200.8425599,Intel Core i5,128,Intel,Mac
360,HP,Notebook,4,1.86,0,0,100.4546699,Intel Core i3,0,Intel,Windows
1232,Dell,Notebook,8,2.3,1,0,100.4546699,Intel Core i3,0,Intel,Windows
475,Dell,Notebook,8,1.79,0,0,111.9352036,Intel Core i3,128,Intel,Windows
1117,Razer,Ultrabook,8,1.25,1,0,172.8002963,Intel Core i7,256,Intel,Windows
916,HP,Notebook,8,1.49,0,0,165.6321181,Intel Core i5,256,Intel,Windows
910,Dell,Notebook,8,1.6,0,0,157.3505121,Intel Core i5,256,Intel,Windows
887,Asus,Gaming,12,2.2,0,0,127.3356746,Intel Core i5,128,Nvidia,Windows
780,Dell,Gaming,32,3.35,0,1,127.3356746,Intel Core i7,1000,Nvidia,Windows
172,Lenovo,Notebook,4,2.2,0,0,100.4546699,AMD Processor,0,AMD,Other
450,HP,Notebook,8,1.91,0,0,100.4546699,Intel Core i5,128,Intel,Windows
125,HP,Notebook,4,1.86,0,0,100.4546699,Other Intel Processor,0,Intel,Other
1078,Lenovo,Notebook,4,2.1,0,0,100.4546699,Intel Core i5,0,Intel,Windows
530,Dell,Gaming,16,3.35,0,1,127.3356746,Intel Core i7,128,Nvidia,Windows
90,Asus,Gaming,8,2.45,0,0,141.2119981,AMD Processor,0,AMD,Windows
1260,Lenovo,2 in 1 Convertible,4,1.8,1,0,157.3505121,Intel Core i5,128,Intel,Windows
181,Dell,Ultrabook,8,1.23,0,0,165.6321181,Intel Core i5,256,Intel,Windows
772,Toshiba,Notebook,4,1.75,0,1,111.9352036,Intel Core i5,128,Intel,Windows
414,Asus,2 in 1 Convertible,8,1.27,1,1,165.6321181,Intel Core i5,256,Intel,Windows
251,Asus,Gaming,16,3.35,0,0,127.3356746,Intel Core i7,256,Nvidia,Windows
69,Asus,Gaming,12,3,0,0,127.3356746,Intel Core i7,0,Nvidia,Other
131,Dell,Notebook,4,2.2,0,0,141.2119981,Intel Core i3,0,AMD,Windows
300,Asus,Notebook,4,1.3,0,0,111.9352036,Intel Core i3,128,Intel,Windows
1013,HP,Ultrabook,8,1.54,0,0,157.3505121,Intel Core i7,256,Intel,Windows
326,Acer,Notebook,6,2.23,0,0,100.4546699,Intel Core i5,0,Intel,Windows
1273,HP,Notebook,6,2.19,0,0,100.4546699,Intel Core i7,0,AMD,Windows
932,HP,Notebook,4,1.86,0,0,100.4546699,Other Intel Processor,0,Intel,Other
499,Lenovo,Notebook,8,2.3,0,1,141.2119981,Intel Core i5,256,Intel,Windows
1252,Lenovo,Notebook,6,2.4,0,0,141.2119981,Intel Core i3,128,Nvidia,Windows
364,Lenovo,Notebook,8,2.2,0,0,100.4546699,Intel Core i3,256,Nvidia,Other
495,Lenovo,Ultrabook,8,1.3,0,1,125.367428,Intel Core i5,180,Intel,Windows
1213,Dell,2 in 1 Convertible,8,2.191,1,1,141.2119981,Intel Core i5,256,Intel,Windows
338,Asus,Notebook,4,2,0,0,100.4546699,Other Intel Processor,0,Intel,Other
421,Chuwi,Notebook,6,1.4,0,1,200.8425599,Other Intel Processor,0,Intel,Windows
164,Acer,Notebook,4,2.1,0,0,100.4546699,Other Intel Processor,0,Intel,Windows
28,Dell,Ultrabook,8,1.88,0,0,141.2119981,Intel Core i7,512,Intel,Windows
516,HP,Notebook,4,2.04,1,0,100.4546699,Intel Core i5,0,Intel,Windows
193,Lenovo,Notebook,8,2.8,0,0,106.1130621,Intel Core i5,256,Nvidia,Other
743,Lenovo,2 in 1 Convertible,8,1.7,1,0,157.3505121,Intel Core i5,256,Intel,Windows
919,MSI,Gaming,8,2.2,0,0,141.2119981,Intel Core i5,128,Nvidia,Windows
169,HP,Notebook,4,1.49,0,1,165.6321181,Intel Core i5,0,Intel,Windows
1189,Acer,Gaming,16,3.35,0,1,127.3356746,Intel Core i7,256,Nvidia,Windows
652,Dell,Ultrabook,8,1.2,0,0,165.6321181,Intel Core i5,256,Intel,Windows
173,Toshiba,Notebook,4,2,0,0,100.4546699,Intel Core i3,0,Intel,Windows
518,HP,Notebook,8,2.04,0,0,141.2119981,Intel Core i5,256,Nvidia,Windows
1167,Lenovo,Notebook,4,2.2,0,0,141.2119981,Intel Core i3,0,Nvidia,Windows
826,Asus,2 in 1 Convertible,8,1.1,1,0,165.6321181,Intel Core i5,256,Intel,Windows
491,Toshiba,Ultrabook,32,1.05,1,0,165.6321181,Intel Core i7,512,Intel,Windows
73,MSI,Gaming,8,2.7,0,0,127.3356746,Intel Core i5,128,Nvidia,Windows
1091,HP,Notebook,4,1.86,0,0,100.4546699,Intel Core i3,0,Intel,Other
587,Lenovo,Ultrabook,12,1.4,0,1,157.3505121,Intel Core i7,256,Intel,Windows
657,Dell,Notebook,16,2.2,0,0,141.2119981,Intel Core i7,256,AMD,Windows
234,Acer,2 in 1 Convertible,8,1.6,1,1,165.6321181,Intel Core i5,256,Intel,Windows
732,HP,Notebook,6,2.1,0,0,141.2119981,AMD Processor,128,AMD,Windows
214,Huawei,Ultrabook,8,1.05,0,1,199.6920706,Intel Core i7,512,Intel,Windows
162,Dell,Notebook,8,2.13,0,0,141.2119981,Intel Core i5,256,AMD,Windows
132,Acer,Ultrabook,8,1.6,0,1,157.3505121,Intel Core i7,256,Intel,Windows
915,Lenovo,Notebook,4,1.44,0,0,165.6321181,Intel Core i5,128,Intel,Windows
862,Toshiba,Notebook,4,1.05,0,0,165.6321181,Intel Core i5,128,Intel,Windows
1196,Lenovo,Notebook,4,1.9,0,0,100.4546699,Intel Core i3,0,AMD,Other
185,Dell,Notebook,16,2.77,1,0,127.3356746,Intel Core i7,512,Nvidia,Windows
41,Dell,Gaming,16,2.65,0,1,141.2119981,Intel Core i7,256,Nvidia,Windows
692,HP,Workstation,8,3.14,0,0,127.3356746,Intel Core i7,0,Nvidia,Windows
108,MSI,Gaming,16,2.2,0,0,141.2119981,Intel Core i7,256,Nvidia,Windows
1006,HP,Notebook,4,1.95,0,0,157.3505121,Intel Core i5,256,Intel,Windows
568,Lenovo,Notebook,4,2.2,0,0,141.2119981,Other Intel Processor,0,Intel,Windows
861,HP,Notebook,8,1.84,0,0,141.2119981,Intel Core i5,256,AMD,Windows
1143,HP,Workstation,8,2.59,0,1,141.2119981,Intel Core i7,256,Nvidia,Windows
1253,Lenovo,Notebook,8,1.9,0,1,157.3505121,Intel Core i5,256,Intel,Windows
483,Chuwi,Notebook,4,1.89,0,0,141.2119981,Other Intel Processor,0,Intel,Windows
468,HP,Gaming,12,3.35,0,1,127.3356746,Intel Core i7,0,Nvidia,Windows
24,HP,Ultrabook,8,1.91,0,0,141.2119981,Intel Core i7,256,Intel,Windows
948,Dell,Notebook,4,2.36,0,0,106.1130621,Intel Core i3,0,AMD,Windows
1054,Dell,Ultrabook,16,1.2,1,0,200.8425599,Intel Core i7,1000,Intel,Windows
886,Dell,Notebook,4,2.18,0,0,100.4546699,Intel Core i3,0,AMD,Other
1102,Acer,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,16,Intel,Other
366,Dell,Notebook,8,2.8,0,0,127.3356746,Intel Core i5,128,AMD,Windows
1235,HP,Notebook,4,2.1,0,0,141.2119981,Intel Core i3,0,Intel,Windows
1146,HP,Ultrabook,8,1.26,0,0,176.2325736,Intel Core i7,256,Intel,Windows
383,Lenovo,Notebook,8,1.5,0,1,157.3505121,Intel Core i5,256,Nvidia,Windows
734,Lenovo,Notebook,8,1.44,0,1,165.6321181,Intel Core i5,256,Intel,Windows
717,Lenovo,Notebook,4,2.19,0,0,100.4546699,AMD Processor,0,AMD,Windows
454,Dell,Notebook,8,2.36,0,0,141.2119981,Intel Core i7,128,AMD,Windows
264,Dell,Notebook,8,2.24,0,0,141.2119981,Intel Core i5,0,AMD,Windows
894,MSI,Gaming,16,2.43,0,1,124.8557054,Intel Core i7,512,Nvidia,Windows
232,Lenovo,Gaming,16,3.2,0,1,141.2119981,Intel Core i7,256,Nvidia,Windows
444,HP,Gaming,8,2.2,0,1,141.2119981,Intel Core i7,128,Nvidia,Windows
395,HP,Ultrabook,4,1.91,0,0,141.2119981,AMD Processor,256,AMD,Windows
875,Dell,Ultrabook,8,1.6,0,0,176.2325736,Intel Core i7,256,Intel,Windows
176,Acer,Notebook,4,2.1,0,0,100.4546699,Intel Core i3,128,Intel,Windows
18,Lenovo,Notebook,8,2.2,0,0,141.2119981,Intel Core i3,0,Nvidia,Other
1142,HP,2 in 1 Convertible,8,1.48,1,0,165.6321181,Intel Core i5,256,Intel,Windows
930,Lenovo,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,0,Intel,Windows
964,HP,Notebook,8,2.04,0,0,100.4546699,Intel Core i5,0,Nvidia,Windows
806,Toshiba,Notebook,4,2.1,0,0,100.4546699,Intel Core i5,0,Intel,Windows
595,Lenovo,Notebook,8,2.29,0,0,100.4546699,Intel Core i3,0,Intel,Windows
61,Dell,Ultrabook,8,1.7,0,0,157.3505121,Intel Core i5,256,Intel,Windows
272,Dell,Notebook,8,2.14,0,0,141.2119981,Intel Core i7,256,AMD,Other
1224,Dell,2 in 1 Convertible,4,2.08,1,0,146.860478,Intel Core i3,0,Intel,Windows
278,Lenovo,Notebook,4,2.8,0,0,106.1130621,Intel Core i3,0,Intel,Windows
997,Acer,Notebook,4,2.4,0,0,100.4546699,Other Intel Processor,0,Intel,Windows
694,Toshiba,Notebook,8,1.5,0,1,165.6321181,Intel Core i5,256,Intel,Windows
368,Dell,Notebook,8,2.33,0,0,141.2119981,Intel Core i7,256,AMD,Windows
1199,MSI,Gaming,16,2.43,0,0,127.3356746,Intel Core i7,256,Nvidia,Windows
